selector,trial,role,nickname,fingerprint,ip,country,bandwidth
Geo,62,exit,mathewson,NAfFz2p4ukdr8XriBjX0sioAyxc,23.129.64.163,United States,8300
Geo,63,guard,flowjob00,2ihKElmQq9e9iu42fYjHhKXruyA,188.68.32.174,Germany,28000
Geo,63,middle,r0cket09i0,z5LMjLDaOi2bniWQOcEEBseoZ08,45.84.107.33,Sweden,50000
Geo,63,exit,llandaf,Nc/V3CZwnodYM3qs1QiT4TYw+gE,23.129.64.166,United States,7700
Geo,64,guard,Quetzalcoatl,70zR82noCA37WkYYfPqXaNeFcII,45.141.215.80,Poland,11000
Geo,64,middle,blix,vSvEFdXYrjw0Qw5w7ILPOwxhvd8,185.177.126.118,The Netherlands,170000
Geo,64,exit,fin,l6YWRsBVd+uLJQJ+ueniEJg6eJo,23.129.64.170,United States,6700
Geo,65,guard,vini,RrV360GWKgjhBX7m0GNfEu3xHfU,195.201.41.13,Germany,70000
Geo,65,middle,elenagb1,S48Pi7GPHZrcH+flSz09YFwZGac,185.233.100.23,France,14000
Geo,65,exit,eo200,wuIDAwMdvRsbvHxLGv2jsV96GDs,23.129.64.200,United States,5400
Geo,66,guard,torrelay583481,bkkV6dhuYH1o2ZuYqaY/YOWILVc,78.46.92.172,Germany,150000
Geo,66,middle,SrsTubesRelay02,98w3+Y4l5168l7/U+nlVBToDcLw,194.14.0.243,Sweden,38000
Geo,66,exit,sullyhelpstor,4JmcX0LRIgSqgDhlPbrNzh9A5/8,107.189.13.254,Luxembourg,24000
Geo,67,guard,F3Netze,PInIDiaZ+2NYu7ZP3JVHr8tcA/c,185.220.100.240,Germany,120000
Geo,67,middle,NFOrce,pdaLGJaWhdACcDWqLHJ7yrTYv2Y,185.107.57.105,The Netherlands,84000
Geo,67,exit,tra,HzGXCguWrlt7I3FytOAUgeZe8+g,23.129.64.172,United States,7600
Geo,68,guard,flowjob07,9ohDkgJRPypSeX08q3QPxDqK364,92.60.36.222,Germany,35000
Geo,68,middle,MyWatchBegins,8+8+2Kqo79v1dIXjS7Q0houZ/Kk,152.53.184.161,Austria,43000
Geo,68,exit,eo197,XwJuwh/OibqHT8u/EECMKbkqgCI,23.129.64.197,United States,5500
Geo,69,guard,MonaLissa,A3OCT+IBddxxdl4IuIeMBD1mZhU,45.140.164.67,France,33000
Geo,69,middle,D9agonfly,0V2aG9YpfFXnOoqy5jJg62LJXE4,168.119.2.55,Germany,120000
Geo,69,exit,eo183,gDb0KH7WHODEK1c0+HPuecDMfic,23.129.64.183,United States,6100
Geo,70,guard,Quetzalcoatl,D0wlLfSMayM7x+Y2kxK9DharK/w,2.58.56.93,The Netherlands,21000
Geo,70,middle,chooThaineha,kYknIPkmLLN7kacXbT0igPevFL4,46.4.66.178,Germany,150000
Geo,70,exit,zimmermann,ITofkY7SKPXzrDfn5JOPWjpIf78,23.129.64.153,United States,5700
Geo,71,guard,Tor1EerieIndiana,L3FW9DPUa/QTOAaLPUjeOYd7PQ8,212.227.127.105,United Kingdom,76000
Geo,71,middle,BehemothLTDUK1,ZXf0qqKOUSHPx4zU+xTUWAW4nks,51.68.220.65,France,99000
Geo,71,exit,dorza,RqYDLuWuQGjYu+LVk4+YpNUw4cE,23.129.64.168,United States,8000
Geo,72,guard,Quetzalcoatl,yC9GE6Jvfihro9hc8ntgJ8Nf3yc,5.45.98.162,Germany,45000
Geo,72,middle,legalizeprivacy,qS2D6PmJQTNQdv+kdmC7h+sK8uI,185.254.196.141,Ukraine,14000
Geo,72,exit,binney,fjNlFQBl5EQlSa7UIRrMxy9++8c,23.129.64.132,United States,5800
Geo,73,guard,mikrogravitation1,MxtEMYif3FAkyi/fN4MiUx/5ZCo,45.14.233.151,Germany,68000
Geo,73,middle,r0cket14i3,ebV4v1wCUX7cwfucAPcrD9sDv8s,45.84.107.54,Sweden,49000
Geo,73,exit,goldwasser,ImKRHFNhjv9hA1a8QLmimP7B2jc,23.129.64.137,United States,5000
Geo,74,guard,yourPrivacyMatter,myYK/oj2nWx8mBFz4hrYJDynxCo,109.131.205.87,Belgium,100000
Geo,74,middle,torrelay,CfGTZYfVqCq815sRWZwETnLBOEA,185.163.45.253,Moldova,7500
Geo,74,exit,eo218,VdGRLJsMKpgmfe7bhvHw2dXJCN0,23.129.64.218,United States,5900
Geo,75,guard,TORKeFFORG24,cn01pCrKaBnbT9VHGrag7iDQLpQ,193.189.100.204,Sweden,37000
Geo,75,middle,NTH33R6,NLiVcDP2b+vT4GE+eobHJLX2YqA,192.42.116.185,The Netherlands,16000
Geo,75,exit,schuetzdich,76gqxLXXFZcjLReun+UdO4bWCfc,45.86.153.248,Germany,74000
Geo,76,guard,Unnamed,C+hF/Bg9G7wgwa6tsiBebKqNJKI,95.216.98.17,Finland,28000
Geo,76,middle,Aurorara,1V57PT3orIP5TLPiZNJ/NWVtpiM,57.129.18.204,Germany,210000
Geo,76,exit,ageis,eQHZnUo85OSdOyooEUbAFLBYZDY,23.129.64.130,United States,5200
Geo,77,guard,katharina,7BbysdE/ZYNv0reFaZWCjRjzLMA,45.125.65.45,Lithuania,25000
Geo,77,middle,Quetzalcoatl,I5Ls0UgktGwPLqrEhiukDsm5MK4,45.141.215.238,Poland,17000
Geo,77,exit,eo204,nPkGwXmimhvrHgTcIBJS0b/+zj0,23.129.64.204,United States,5900
Geo,78,guard,Quetzalcoatl,ZGtOObSfMDtLVSqPPLuPzUC+frU,45.141.215.40,Poland,12000
Geo,78,middle,Unnamed,5d6p9lcCB9uYQcoEwkC83P7DIA0,5.2.78.126,The Netherlands,4600
Geo,78,exit,eo192,1UWIcNK3RCFskJih6Ime6nGfHpI,23.129.64.192,United States,5600
Geo,79,guard,dotsrcRelay2,rHwPnVfa2tXY9FaO4VQ+8+IqR84,130.225.244.90,Denmark,55000
Geo,79,middle,bl4ckrid3r,Ni+gSTJYAlGQkMhrxD/Dxqy/VhM,141.79.10.16,Germany,77000
Geo,79,exit,eo195,QZr7BNs/8/BydNXU9mPV16PtR44,23.129.64.195,United States,5400
Geo,80,guard,terNOicebeer17,Mof3nZwWh79/Op0UA2nKZNL9ERs,185.40.4.150,Norway,55000
Geo,80,middle,Liberation,DpjqBabaD6EcDDwyvw1uT4sNHbg,87.236.199.239,Czechia,110000
Geo,80,exit,eo178,XL0woFBDx1KUygcVA0/Rn24ZM+c,23.129.64.178,United States,8500
Geo,81,guard,prsv,GwquIBLbjjZKQnOZBiSeHolZohY,57.129.44.38,Germany,51000
Geo,81,middle,noack14i2,7ZcB2b5FYf5kiB+yzeFNcq6wnp8,195.47.238.178,Sweden,23000
Geo,81,exit,Andr0medaTF,xG/tTWWCx5ZIlZ6TS2zn1A4sDyc,205.185.116.215,United States,3100
Geo,82,guard,F3Netze,k5Em6k0lyyEqeXRsEzGU+KJMQ1s,185.220.100.253,Germany,110000
Geo,82,middle,elenagb3,MkBTyKKWvzGkqQjLQHVF2pLfMvg,185.233.100.23,France,20000
Geo,82,exit,sullyhelpstor,4JmcX0LRIgSqgDhlPbrNzh9A5/8,107.189.13.254,Luxembourg,24000
Geo,83,guard,deimos,2xYptZcH90Sgx5M+VraAJ4b/wxc,94.23.76.52,Portugal,84000
Geo,83,middle,Exits4Privacy,MJ2iP3CIjYfbR5J2YQCVJChNEiM,192.76.160.134,Germany,160000
Geo,83,exit,sullyhelpstor,4JmcX0LRIgSqgDhlPbrNzh9A5/8,107.189.13.254,Luxembourg,24000
Geo,84,guard,algrothendieck3,BClE4TlQjmqElaofbzINEIfYSTA,80.67.172.162,France,26000
Geo,84,middle,chaosDelroth,3QyO7FykAqn6RHjxDDGkQPcfaIU,195.201.9.37,Germany,110000
Geo,84,exit,eo205,YpaIIsQws4iFaMWd6ns8TRpmp74,23.129.64.205,United States,6700
Geo,85,guard,prsv,m5Y53D/vUws9huCEgbXf9MnfLQ4,54.37.80.38,France,41000
Geo,85,middle,fastforward,Xoxu1OBgQwHe1oEMLq0LiT3dFp8,185.150.28.13,Switzerland,95000
Geo,85,exit,schuetzdich,76gqxLXXFZcjLReun+UdO4bWCfc,45.86.153.248,Germany,74000
Geo,86,guard,fluffypancakes002de,N3zJezK8bNXxftJCaxZ1nrvVFVE,159.195.23.56,Germany,67000
Geo,86,middle,UnshakledGibson,t/dzMAoriQh1Y6EGyaToCp7ShfI,91.134.135.76,France,57000
Geo,86,exit,eo196,i+p7kA1IISSrK6cL3pZUJVBc2MQ,23.129.64.196,United States,4700
Geo,87,guard,Unnamed,gNNsQ8ySJtEGuZAR3krRVER+FeY,85.215.152.106,Germany,58000
Geo,87,middle,prsv,zqySHXPTtDHdlpVFsw3TK2h9sK8,80.94.92.135,Romania,9700
Geo,87,exit,eo182,Vq+ttOUFVSZO6pEIDMdzJzlog3g,23.129.64.182,United States,6000
Geo,88,guard,Quetzalcoatl,I5Ls0UgktGwPLqrEhiukDsm5MK4,45.141.215.238,Poland,17000
Geo,88,middle,r0cket01i6,pv0qbiqjysPG8VwmREXkw7J7Mdw,45.84.107.198,Sweden,44000
Geo,88,exit,eo205,YpaIIsQws4iFaMWd6ns8TRpmp74,23.129.64.205,United States,6700
Geo,89,guard,MyWatchBegins,8+8+2Kqo79v1dIXjS7Q0houZ/Kk,152.53.184.161,Austria,43000
Geo,89,middle,WorldofMatthew,YcvXrOC5tkteMYyR+Lbeo7SmU4I,107.189.30.86,Luxembourg,72000
Geo,89,exit,young,WSelF+8do1QuRNLOubne0x2M6sE,23.129.64.152,United States,5400
Geo,90,guard,F3Netze,lFT4LUfroMsMKkv+eWYYHb8QgUc,185.220.100.242,Germany,92000
Geo,90,middle,bauruine,KSU2UxCiSHeBun50PhVeR1PB0+s,185.40.4.92,Norway,31000
Geo,90,exit,eo200,wuIDAwMdvRsbvHxLGv2jsV96GDs,23.129.64.200,United States,5400
Geo,91,guard,idideditheconfig,sfQQwPHCE55wE/yNymzB8/EcLVQ,5.9.122.206,Germany,5500
Geo,91,middle,ConeOfLIGHT,qg2QyFIAoKZMvFirTWqgBYUwvOQ,94.23.70.32,France,78000
Geo,91,exit,kaminsky,wAzuZh5yZ+Nj0SlLBNr3ggBXy3U,23.129.64.139,United States,7400
Geo,92,guard,3AoTTAG0gJ,73wdzCx+Pa7dq5KW+jGAJoCQ/48,151.242.147.49,Germany,67000
Geo,92,middle,prsv,oqeXp/in538BHuTpPTUOYrZ4Ukk,80.94.92.135,Romania,7600
Geo,92,exit,eo190,AIL+GSEtloHusjIKQq3wOQ0jFYU,23.129.64.190,United States,6900
Geo,93,guard,ForPrivacyNET,s4/nVNfl4Vy4p97fiWAN0HPaddQ,185.220.101.197,Germany,43000
Geo,93,middle,torionic,COQxRSuJPY2bv/i3aGbDfKqT2aI,51.195.41.230,France,82000
Geo,93,exit,eo187,DxQADibWP6k8lrPwj0UxlicV1bs,23.129.64.187,United States,6500
Geo,94,guard,Johand,f9LNYL2FZvhHXVaQt+feuJGBLT4,185.181.62.109,Norway,29000
Geo,94,middle,FTPhalifaxRWTH,2ngUTHCxWuPrBN40Dcj624Dx9JU,137.226.34.45,Germany,75000
Geo,94,exit,donaldsbutthole,fvKsJFE1jml/orAUA63Dko1R+34,23.129.64.167,United States,6400
Geo,95,guard,devxpaygate,nKyFZMFeevVgCKxqwZrFfufkWFs,130.61.131.20,Germany,29000
Geo,95,middle,giraffe,JnOTCiLArt8/viwUFlMKE3jmyg4,109.70.100.71,Austria,37000
Geo,95,exit,eo223,kpTCmZjduC2fSXKglVQreE4jxZA,23.129.64.223,United States,5600
Geo,96,guard,NeelTorExit1B,WujWFIyzsVOsYwOYikNIlJoSZvU,38.135.24.30,United States,15000
Geo,96,middle,ObsidianDefender,XtiLDcQN2QD/7F4wD3ooxsRIEJQ,89.58.49.219,Germany,56000
Geo,96,exit,sullyhelpstor,4JmcX0LRIgSqgDhlPbrNzh9A5/8,107.189.13.254,Luxembourg,24000
Geo,97,guard,TorHet,d43LnbbN1f8vGoVXEwi0ktbf+WI,5.9.14.25,Germany,52000
Geo,97,middle,HjelmEnterprises01,gN9Yu48VQKcePaFZABm6udnQD0k,192.121.108.236,Sweden,12000
Geo,97,exit,eo193,jKM2iLmPDqGyU+yvrFHzUDK93Kw,23.129.64.193,United States,6600
Geo,98,guard,ForPrivacyNET,52+oIDwLH9PysTvDFuCrupxWDRE,185.220.101.53,Germany,53000
Geo,98,middle,TechniverseNET,21C4jA/+KAAaJDxzNwQDeOwQLoI,152.53.118.246,Austria,21000
Geo,98,exit,dimensiondoor,4jTFVoiTRUcRJA2tiG/jFe8nXds,23.129.64.176,United States,9300
Geo,99,guard,merc,B9js1zBXIu43+gpAi8DSA0ub4Ho,136.243.147.89,Germany,100000
Geo,99,middle,prsv,7oltdqUyrnwGdvwCs58uyzstgmY,135.125.183.193,France,82000
Geo,99,exit,turing,jmnyGcEqX3WFz2ReTprnIMPmzCs,23.129.64.150,United States,8300
